Zone,Districts,Altitude (m),Annual rainfall (mm),Crops grown,Recommended Crops,Vegitables,Floriculture
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Cuddalore,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Madurai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Sivagangai,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Ramanathapuram,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Virudhunagar,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
Southern,Tirunelveli,100-600,857,"Rice, Maize, Cumbu, Cholam, Ragi, Black Gram, Greengram, Groundnut, Fodder Crops, Gingelly, Castor, Cotton, Chillies, Banana, Jasmine, Coriander, Onion, Lime, Cashew and Amla.",,,
